totalScore,text,title
4.4,Micu staff are very good,UTKAL HOSPITAL
4.7,"We recently visited for a medical procedure, and overall and had a positive experience. Dr. Somnath Jena was thorough and attentive. Their expertise and clear communication made us feel confident and well-cared for throughout the treatment.

The nursing staff were also very kind and supportive. They ensured they the patient was comfortable, answering all the questions with patience and professionalism.

However, we did encounter a few minor issues. Sometimes, we had to ask the staffs multiple times for trivial things.

In conclusion, despite a few areas for improvement, I would recommend SUMUM because of the high level of care provided by the dedicated team.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,We got admitted here for an elbow surgery and got really good service from all the departments @ Sum Ultimate Medicare,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"If you have cashless insurance, this is the best place to be admitted. But like my case, if the hospital is not in network hospital of your insurance,it will be a long process.
But the facility, the cleanliness is amazing 5 on 5.
But they dont allow any outside food, nor they allow visitors. So be careful with that
And the doctors are very highly qualified and polite. Dietitian, cleaning staff, nurses, doctors all 5 on 5.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Really had a great experience with this hospital.staffs are very supportive,kind and attentive. Thank you!",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Deeply appreciate the doctor  & staff who took care of mine.Highly appreciated.all service is very good....,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Sum Ultimate Medicare is the best hospital I have visited till date. The treatment & services provided by the hospital is very good.  Very good experience. The staff and doctors were excellent in all ways. A special thanks to the corporate and insurance department for their guidance.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Wonderful experience with ""Hospital SUM Ultimate"". Dr. Sujata Mishra was a wonderful surgeon, and the staff was always helpful and kind. Housekeeping staff are also good with their work",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Delayed service after admission..,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Experience was very good...,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Services and treatment of dr puspak sir very much excellent thank you for taking care of me. It's really fabulous experience I don't have ever have.i will sure recommend this hospital.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,It was very good experience with SUMUM. Doctor Mishra Sir has treated good. And all the staffs both medical and non medical are very cooperative.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"During my recent visit to your hospital, I was impressed by the professionalism and kindness of the medical staff. The cleanliness of the facility was also noteworthy. However, the wait time for a follow-up appointment was longer than expected, and I found it challenging to navigate the different departments. Improving appointment scheduling and providing more detailed maps or guides could significantly enhance patient experience. Thank you for your hard work and dedication; I believe these adjustments could make a positive difference.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Good service,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"The experience of this hospital is very bad, the management here is not good.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,this is the worst hospital and today at 14 August my father distag day but we have life insurance and that was working but the hospital person has told that it's was not working and then we have told that do our payment in cash and they told it the bill will increase when you will give cash and we have say that it's ok and that process has taken timings has 9:00am to 11:00 so that my experience is very very bad,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,The care is excellent. The doctor and her team is really very very good not only in behavior but also in treatment n overall care,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Very bad management.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Good staff. Good doctors and good post operative care.. But general ward is not up to the mark as compared to others,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"All is good in and quick response hospital, treatment is best . Specially The doctor Pradeep sir is the best and very nice doctor.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,In sumum all staff are cooperative & proper treatment also,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.6,Good,Vivekanand Hospital Bhubaneswar
4.6,Good hospital.,Vivekanand Hospital Bhubaneswar
4.6,Treatment is good,Vivekanand Hospital Bhubaneswar
4.6,All services are very good.Thanks Vivekananda hospital.,Vivekanand Hospital Bhubaneswar
4.6,Good care,Vivekanand Hospital Bhubaneswar
4.6,Excellent facilities,Vivekanand Hospital Bhubaneswar
4.6,"All facilities are good, staffs behaviour very good too.",Vivekanand Hospital Bhubaneswar
4.6,Excellent care.,Vivekanand Hospital Bhubaneswar
4.6,Excellent,Vivekanand Hospital Bhubaneswar
4.6,Not even a single issues during the length of stay of our patient.,Vivekanand Hospital Bhubaneswar
4.6,All facilities & staffs are good. We are overall satisfyed.,Vivekanand Hospital Bhubaneswar
4.6,Good services,Vivekanand Hospital Bhubaneswar
4.6,Excellent care,Vivekanand Hospital Bhubaneswar
4.6,Good doctor and staffs.,Vivekanand Hospital Bhubaneswar
4.6,Good treatment.,Vivekanand Hospital Bhubaneswar
4.6,All facilities are good.,Vivekanand Hospital Bhubaneswar
4.6,Good,Vivekanand Hospital Bhubaneswar
4.6,All facilities are good.,Vivekanand Hospital Bhubaneswar
4.6,Good hospital,Vivekanand Hospital Bhubaneswar
4.6,Good facilities.,Vivekanand Hospital Bhubaneswar
4.6,Pk jena sir,Sunshine Hospital
4.6,Trace out security guard is very helpfull,Sunshine Hospital
4.6,Careless security,Sunshine Hospital
4.6,Debasish sarangi,Sunshine Hospital
4.6,"Don't go on the rating. This is the worst hospital i have ever seen. Behaviour of their staffs is very rude, same they are behaving with the patient also. I will never recommend this kind of hospital.",Sunshine Hospital
4.5,Good hospitality,Health Village Hospital
4.5,Chinmay sir is an excellent doctor. The way he describes the process of the operation to be done to the patients. The hospital is good but services sucks at times. Quick service and hospitality is a greater concern to be fixed from the staff. Nurses have done great.,Health Village Hospital
4.5,Excellent service with Great hospitality..Privileged to be treated by Dr. Smita Sarangi and Co.,Health Village Hospital
4.5,Best treatment in Bbsr.nice,Health Village Hospital
4.5,Good,Health Village Hospital
4.5,Very nice Service,Health Village Hospital
4.5,Overall good.,Health Village Hospital
4.5,Very good service,Health Village Hospital
4.5,Very good service in your hospital nursing staff is the best ....,Health Village Hospital
4.5,"The nursing staffs and doctrs are very co-operative.
The neatness and cleanliness is very well maintained.
Would recommend this hospital for all.",Health Village Hospital
4.5,"Good support and care by all staffs, highly recommend for hospitality.",Health Village Hospital
4.5,Very good,Health Village Hospital
4.5,Good hospital,Health Village Hospital
3.7,"I am overwhelmed and fully satisfied with the service I received in Sum hospital,Bbsr.I consulted their for my father’s diabetic foot ulcer  at the plastic surgery department after being unsuccessful at two other reputed hospital of Bbsr,with God’s grace and blessings and Dr Shri Rajesh Gantayat’s able guidance and thorough analysis,my father’s sugar level came down and his wound completely healed.Skin grafting was successfully done by him and my father is on his toes.I thank the entire medical staff ,nursing staff of Sum Hospital for their support and care .",SUM Hospital
3.7,"Very rude behaviour some of the staffs.
Very rush,",SUM Hospital
3.7,Good,SUM Hospital
3.7,"I was admitted here for malaria
The doctors are really great and the nurses are very friendly and helpful all the time.",SUM Hospital
3.7,ward no - 20 sequrity and nurses behaviour is very very bad. all are haven't any sense . that is call nonsense.,SUM Hospital
3.7,Malipada,SUM Hospital
3.7,There are very good doctors in this hospital in OPD. But if you admit a patient and stay here you can see the hospitality is too bad. First thing is poor drinking water facilities. The second one is lingering treatment process. Nothing is done timely. Third thing is rude behaviour of staffs. If the management take a look on all these matters it may be a best hospital in Odisha.,SUM Hospital
3.7,The doctors consultation is excellent. His way of talking with the patients is splendid. The sisters also have good patiency. Their response is so good.Very good hospital with good amenities. Doctors are patiently listening to the problems and staff are polite. Overall satisfactory in all aspects,SUM Hospital
3.7,Consultation wrong,SUM Hospital
3.7,Good,SUM Hospital
3.7,Is the wrost place at BBSR it was very bad behavior  . To doctor  and also nurse staffs . Don't visted her,SUM Hospital
3.7,"Ims and sum hospital, shampur,bhubaneswar..
2nd floor OT lift front wash room.
Everyday thousands of patient attendants are facing issues.
I think you must verify all bathroom and drinking water facilities.
Please dont ignore",SUM Hospital
3.7,All staff behaviour is very bad,SUM Hospital
3.7,Nice Place,SUM Hospital
3.7,"Ek dum faltu hospital ,saal paisa lut te hai.ek text ke liye 4/5 din lagta hai Ane ke liya..",SUM Hospital
4.4,Icu staff are best,UTKAL HOSPITAL
4.4,Nursing staff are best,UTKAL HOSPITAL
4.4,Great hospital,UTKAL HOSPITAL
4.4,Ot services are best,UTKAL HOSPITAL
4.4,Great health checkup,UTKAL HOSPITAL
4.4,Good health check up,UTKAL HOSPITAL
4.4,Mr Alok Behera helped me alot in my all tests in utkal,UTKAL HOSPITAL
4.4,Dr salil is good consultant in utkal,UTKAL HOSPITAL
4.4,Dr Salil sir is the best consultant,UTKAL HOSPITAL
4.4,Good care by all staff,UTKAL HOSPITAL
4.4,Thank you utkal,UTKAL HOSPITAL
4.4,Good facilitys,UTKAL HOSPITAL
4.4,Good health check up,UTKAL HOSPITAL
4.4,Dr Pranabandhu is good doctor,UTKAL HOSPITAL
4.4,Must visit,UTKAL HOSPITAL
4.4,Dr Pranabandhu sahoo is the best doctor,UTKAL HOSPITAL
4.4,Experience  was best in utkal,UTKAL HOSPITAL
4.4,Best hospital in utkal,UTKAL HOSPITAL
4.4,It's very awkward to waiting for the blood test report.It is taking too much time so that the patient can not keep patience.,UTKAL HOSPITAL
4.2,"My wife was admitted to sparsh hospital after recomandation from Dr. G.Biswas, prof. Oncology. He refer us to check with Dr. Rajesh padhy, prof, ent,head and neck surgeon. After checking all the reports ,he suggests us for a surgery (a tumor in left side of tongue) , so after the kind support of Mr. Ranjan Rout we got admitted in the sparsh hospital. The facility is very good. Cabin are well equipped and nurses are cooperating . Maintenance staff are good enough to clean the cabin. Dr. Rajesh padhy is very good,his junior doctor is also very good. On our complete stay Mr . Ranjan ,is very helpful and guides us from day 1 upto discharge. We will satisfy with the  service of sparsh hospital.",Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,This is really a good hospital.The location is good.My aunt has been admitted for surgery.  She is absolutely fine now.The staffs are very friendly. The doctor treats the patient with care.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,"Really appreciate the Clinical & management group for their personal touch to each one. Very praisable medical treatment ,especially the critical care department.

Sparsh Hospital is a safe ,reliable & homely destination to get all types of ailments  and distress to rest forever and trigger the appeasing smile on the face the patient portraying sheer relaxation and satisfaction.

The SPARSH team foster an atmosphere of Trust, Collegiality,Collaboration,Openness and Cooperation.",Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Very good service of sparash hospital,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,All service are good. Thank you sparsh.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Good service.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Very good service.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Good.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Very good service of sparsh hospital.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Best hospital in bbsr.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Best hospital of bbsr.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Staff behavior is rude,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,"Thanks a lot for your Hospitality, Really excellent service of all",Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Sparsh Hospital is very good hospital with Staff behaviour is very good and the food is excellent by hospital standards..it's hygienic and clean..,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Very good hospital  docter pradeep kumar panigrahi very good,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.8,The service of this hospital is very much satisfactory.,"Manipal Hospitals, Bhubaneswar"
4.8,My brother  admitted on cardiac hdu bed no 1019 specially thanks to dr pradeep sirand thnks to all sisters subhshreee sr Padmini sr Preeti sr abhikipa sr Gayatri sr manini ...  All very nice,"Manipal Hospitals, Bhubaneswar"
4.8,"Very well treated in all aspect ..Thanks to neonatal icu staffs.Special thanks to sister Jyoti,sanghamitra ‘,smitashree,amruta,mousumi","Manipal Hospitals, Bhubaneswar"
4.8,"We have getting a pleasure full nursing care from emergency department.all nursing staff very cooperative and excellent at their work.thank to all, specially brother arghya,jyothish and resmith","Manipal Hospitals, Bhubaneswar"
4.8,Quick service in emergency ward and very satisfying treatment,"Manipal Hospitals, Bhubaneswar"
4.8,"I came to manipal hospital emergency for treatment of my husband and they gave very special care. Thanks to susant and sanghamitra for their homey behaviour and cooperation towards my treatment and admission in hospital.
Best hospital in state","Manipal Hospitals, Bhubaneswar"
4.8,Nice behaviour and really homely vibe in the room two nurse Swati and minati das were very helpful and kind well experienced confident doctor sir Manas Pradhan cured me faster beyond my thinking .,"Manipal Hospitals, Bhubaneswar"
4.8,"Whenever I have visited Manipal Hospitals, I have consistently achieved positive outcomes. I would particularly like to highlight Dr. Harpreet Kaur Madam, a highly skilled and experienced Obstetrician and Gynecologist at Manipal Hospital. Her expertise and dedication are truly commendable. My mother underwent a complex surgery under Dr. Harpreet's care, and she is now in excellent health. My wife has also undergone two successful surgeries under her guidance. Furthermore, the nursing staff, support personnel, and overall hospitality at Manipal Hospitals are exceptional. Based on my personal experiences, I confidently recommend Manipal Hospitals over other healthcare facilities in Bhubaneswar.","Manipal Hospitals, Bhubaneswar"
4.8,"Good and satisfactory service of all NICU staff and special thanks to Jyoti sister, Smita sister and mousumi sister.","Manipal Hospitals, Bhubaneswar"
4.8,"Satisfied with the consultation.affectionate care by nurses. special thanks to Dr Herpreet mam and Jyoti sister ,Smita sister and Mousumi sister of NICU","Manipal Hospitals, Bhubaneswar"
4.8,Manipal hospital bhubaneswar is very good hospital.radiology department sister sujata and sister snehal and technicians are very cooperative they do scan very peice ful,"Manipal Hospitals, Bhubaneswar"
4.8,Today we are consult to dr Janaki sir...He is very friendly to us..all staff behaviour good and nursing is also supportive...thanks to all..thankew manipal hospital for these...,"Manipal Hospitals, Bhubaneswar"
4.8,"Satyabhama ,rajashree sister are very nice and good behaviour","Manipal Hospitals, Bhubaneswar"
4.8,"NICU nursing Staff are so cooperative ,work as a nurse here is a good experience for me","Manipal Hospitals, Bhubaneswar"
4.8,"My father Mr.B.jhudhistir Reddy admitted under Dr. J K Padhi Sir in CCU department , Bed no. 1034. Manipal hospital is the best hospital in Bhubaneswar. Dr. J k padhi sir is so humble person. Here treatment care is so good. Sr Subhra is so nice. Br. Akash is so co operative, Sr. Jyoti, Sr. Jemima, sr. Prabhasini all CCU staff are so good and so co operative.","Manipal Hospitals, Bhubaneswar"
4.8,"I was admited in manipal hospital.under dr saurajit patnaik he is the best surgen.all nursing staff are very cooperative sajani,satyabhama,Suchi,arati,Bindu,rajashree all staff are supportive  provide psychological support on day of my surgery.thank u for ur support and good behaviour.","Manipal Hospitals, Bhubaneswar"
4.8,"My Baby Was Admited in Paediatric Ward Bed no 2035.I appreciate your commitment to providing me with everything I needed during my recovery. Your kindness has made a difficult time more bearable. Nursing staff are very cooperative and humble sisters Priyanka,Punom,Swarna,Puspa,Poushali. Dietician Was Very Good.Doctors Are Very Excellent .","Manipal Hospitals, Bhubaneswar"
4.5,Very comfortable and tritment very clean and clear,Health Village Hospital
4.5,Good hospital.  Good services,Health Village Hospital
4.5,Beautiful hospital people are very good,Health Village Hospital
4.5,"My Uncle was admitted here and the treatment was first class. Dr. Chinmaya Sir is gem of a human being along with being a great Doctor.  The staffs are also good and even the housekeeping was very efficient.  I would definitely recommend this hospital.
It was a Great experience..The support staffs and nurses was outstanding... Everything is crystal and clear from admitting the patient to discharge...I will recommend to my friends and relatives.Thank you ''Helath Village Hospital'' for amazing services...",Health Village Hospital
4.5,Good service,Health Village Hospital
4.5,"Very good service, well behaviour, staffs are very friendly nature... All over experience is best.",Health Village Hospital
4.5,Good service and well behaviour. Thanks Smita madam and entire team.,Health Village Hospital
4.5,"Nurses &ward crew are doing excellent job.doctors conversation, treatment are the best thing.housekeeping are very good.Mostly night shift crew are one of the best crew .",Health Village Hospital
4.5,Excellent cervice. Good coordination,Health Village Hospital
4.5,Good,Health Village Hospital
4.5,Very good service,Health Village Hospital
4.5,Good treatment,Health Village Hospital
4.5,The hospital is extremely good in hygiene & treatment also.,Health Village Hospital
4.5,SERVICE AND SUPPORT WAS GOOD. STAFFS WERE VERY COURTIOUS AND SOFT SPOKEN.,Health Village Hospital
4.3,"Thank Monika sister ,subhamita dash sister,mami,and joti sister all are  very cooperative and have a good behavior","CARE Hospitals, Bhubaneswar"
4.3,Dr M.R. Tripathy is one of the best cardiologist. For him only I visited the hospital,"CARE Hospitals, Bhubaneswar"
4.3,Very good,"CARE Hospitals, Bhubaneswar"
4.3,Highly recommended,"CARE Hospitals, Bhubaneswar"
4.3,I am very well today because I chose care hospital out of many. You also choose the care hospital and let us get well or go back home,"CARE Hospitals, Bhubaneswar"
4.3,Good experience over there in hospital..staff and doctor are good ...most of patient are heart related issues are going there is hospital..my wife are admitted for fever and other issues...feel good experience in 2 days ...,"CARE Hospitals, Bhubaneswar"
4.3,Dr. Anshuman singh is the best gastrologist specialist,"CARE Hospitals, Bhubaneswar"
4.3,Very clean medical center and Dr. Sandeep Singh who worked for me is like God and the treatment of nursing madam is very high quality.,"CARE Hospitals, Bhubaneswar"
4.3,Best experience,"CARE Hospitals, Bhubaneswar"
4.3,I am satisfied,"CARE Hospitals, Bhubaneswar"
4.3,Good,"CARE Hospitals, Bhubaneswar"
4.2,Good service.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Good service.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Very good service of sparsh hospital.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Very good service.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,All staff are good ...you should come here and take suggestions and take treatment. The best hospital of bhubaneswar,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Good Service,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Good service of sparsh hospital.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Staff behaviour excellent but hospital kindly take observation or chcek of housekeeping staff behaviourand rest all r good,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Very good.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Very good service.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Dr Sanatan Satpathy is a good Neuro Surgeon.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,There is a problem for waiting patients and parking problem. For sitting more chairs required.,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,"Had very good experience at Sparsh hospital. All the doctors and team are very professional. Nursing and housekeeping staff is outstanding and they always take care of patient. Its top rated hospital in terms of treatment, cleanliness and other services are highly recommended.",Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,All Doctor and Staff are very good.They are treats patient like own family.really this hospital is Best Hospital in Orissa,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Very good service,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,"Excellent hospital
All staff behaviour is good.",Sparsh Hospitals & Critical Care Pvt. Ltd.
4.2,Yesterday I visited the clinic at Shahid nagar. The physician recommended to visit Cardiologist. Today I'm trying to call on various numbers given in the OPD sheet. There's no response from those numbers. Are you all proud to print such irrelevant contact numbers?,Sparsh Hospitals & Critical Care Pvt. Ltd.
4.7,"Bed no- 3017 I recently visited Sum Ultimate for my spine issue. I got admitted initially in emergency care. They promptly attended and took every possible care to reduce the pain. I was there for 1 day observations. I was impressed with their clean and hygiene environment. I was under observation of Dr Somnath Jena. Well experienced Dr and he explained everything clearly. Nursing, housekeeping, dietician and all other staffs were very cordial and helpful. Overall experience during my treatment was very nice and peaceful. Thanks to the whole team of Sum Ultimate Medicare for their kind support and care. And  all ip coordinator staffs were very cooperative and well mannered. I prefer and refer to Sum Ultimate Medicare to everyone. Thank you #SUMUM",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Best doctor with best facilities available in this hospital.My mother knee ligament operated by Dr sidharth samal sir.All the staff are very supportive specially house keeping and nursing department are very good in the hospital.
Thank you...",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"The doctor is good enough, The nurshing staffs are very good.  The services are very good",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Excellent,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"The service of doctors,nurses and order support staff is excellent for which we will choose
this hospital for any kind of health issues in future.
Thanks for everything",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"I would like to recommend this hospital everyone, all the services are very good, all staffs are very cooperative. Thank you so much for the services.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Extremely nice experience.Health check up experience was more than expectation.service of the nursing &coordinating staff members are excellent,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"In Sumum - high class treatment,and all staffs are very cooperative & good services.this sorrounding are so beautiful.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Best multi-speciality hospital on bhubaneswar.all faculties available here.all staffs and doctors very good behaviour.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,Good tritment,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"When admission sum ulitmate medicare ,Hospitality and Staff ,Nurse, Service very caring , Treatment high class and good behaved .Dr.Tapan pattanayak best doctor.
Specially Housing keeping, attendance good response and ontime delivery.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,The experience was very gud. The Shubhashree Sahoo mam was very helpful how a medical staff should be.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"I am satisfied with the hospital service,  the hospital environment is very good, Dr. Avinash sir is very kind hearted doctor, also thanks to  other staff.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Over all Good...
Doctor & Nursing staff also better to coperate...",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"4016a
Jagannath lohar
Dr puspak treatment and counseling very nice
Patient food on timely came all good
Nurses are good
All staff good",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,The services of the hospital was adorable and gentle. Thanks to doctor Sumit for his care and support and special thanks to corporate desk.,SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"I recently had a health check up at sum ultimate  and it was a pleasant experience from start to finish.
Every staff were very cooperative.
Subhashree tripathy
Subhashree Sahoo
Kabita guru
Rakesh Mahapatra
Purnabasi gauda",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"Experience is very good ,very clean . All staff are well behaved
Over all good",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.7,"I recently had a health checkup at Sum Ultimate and it was a pleasant experience from start to finish. I would like to especially thank Subhashree Tripathy for her assistance throughout the process, as well as her colleagues: Kabita, Rekash, Laxmi,  Lisha, and Pragya.",SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar
4.6,Good services,Vivekanand Hospital Bhubaneswar
4.6,Excellent care,Vivekanand Hospital Bhubaneswar
4.6,"All facilities are good, staffs behavior &cleanness are overall great.",Vivekanand Hospital Bhubaneswar
4.6,All staffs are cooperative.Thanks,Vivekanand Hospital Bhubaneswar
4.6,Excellent,Vivekanand Hospital Bhubaneswar
4.6,All facilities are good.,Vivekanand Hospital Bhubaneswar
4.6,Good facilities.,Vivekanand Hospital Bhubaneswar
4.6,The hospital is very good,Vivekanand Hospital Bhubaneswar
4.6,The treatment is very good and the people who give attention are supportive and the hospital is clean.,Vivekanand Hospital Bhubaneswar
4.6,Good hospital,Vivekanand Hospital Bhubaneswar
4.6,Everything is good.,Vivekanand Hospital Bhubaneswar
4.6,Excellent services,Vivekanand Hospital Bhubaneswar
4.6,Excellent,Vivekanand Hospital Bhubaneswar
4.6,We are satisfied.,Vivekanand Hospital Bhubaneswar
4.6,All services are very good.,Vivekanand Hospital Bhubaneswar
4.6,Good Dr and staffs,Vivekanand Hospital Bhubaneswar
4.6,Over all services is excellent.,Vivekanand Hospital Bhubaneswar
4.6,All services are good,Vivekanand Hospital Bhubaneswar
4.7,"Nurses are well behaved,caring.special thanks to Incharge mrs pragyan Paramita dash,miss suchitra sister,Nivedita sister,bandita sister, harit sister,siki sister...Dr A k Sahoo Sir is very good and his behavior and caringness is very good..Dr yashraj Sir is very cooperative and helpful....Excellent support from ward secreatry jivan jyoti swain...But worst part is Apollo hospital is very expensive for treatment. Middle class cannot even think of continuing treatment with Apollo.",Apollo Hospitals
4.7,"Apollo hospital bhubaneswar
Bed-436
We are very happy with nursing service excellent service thanks to all and Sweta sister too",Apollo Hospitals
4.7,Excellent service by all stakeholders at BBSR apollo. Keep it up,Apollo Hospitals
4.7,Good service,Apollo Hospitals
4.7,Good setvice,Apollo Hospitals
4.7,Very clear and accurate laboratory report. Thank u,Apollo Hospitals
4.7,The Nursing services was Excellent,Apollo Hospitals
4.7,Good,Apollo Hospitals
4.7,"516 , the services are extremely good and they are well deserved ..for their outstanding support and cooperation.",Apollo Hospitals
4.7,All nursing staffs service are very good and excellent bed no.475,Apollo Hospitals
4.7,"bed _464
apollo hospital bhubaneswar
i am satisfied with service provided from the sisters and staff",Apollo Hospitals
4.7,"My baby admitted Picu on bed no 232,, Thanks to All picu nursing staff,, pca house keeping staff,,All nursing didi ,, especially Rasmi Didi niru didi Anu didi priyanka didi jyotshna didi are very friendly , and doctor are very friendly,, Thanks to all..",Apollo Hospitals
4.7,Best Hospital in Bhubaneswar,Apollo Hospitals
4.7,Good service,Apollo Hospitals
4.7,"My baby admitted Apollo hospital bhubaneswar,,In picu bed no 227 ,, All picu Nursing staff are friendly and coperative,, Rasmi didi ,Niru didi Annu didi ,, sushree didi jyotsna didi ,, Priyanka didi , Niladri didi are so much lovely in working period,, and also PCA staff are good ,,  Apollo hospital bhubaneswar provide such excellent service,,",Apollo Hospitals
4.7,Excellent service,Apollo Hospitals
4.7,Good,Apollo Hospitals
4.7,Happy,Apollo Hospitals
4.7,Thank you and your team for all the kind support and everything.very good hospital and good service.,Apollo Hospitals
3.7,Very nice,SUM Hospital
3.7,"Seeing all your reviews I had given 1 star,
My primary concern is if you have such a big campus why can't you plant shade giving trees along the boundary when you have such a long portion of it along the road..
The hospital looks so barren from outside ,like a concrete jungle!!!I'm sure it is also deserted inside..
There are few trees on the divider but not on either sides of it!!
Under the scorching sun,it makes the passer-bys more miserable!",SUM Hospital
3.7,NICU unit was worse. Maximum nurses in there have really bad behavior. They try to make you listen to them by threatening to thrash their pre mature baby. They try to establish their dominance on the parents. They need to study psychology so that they can treat the already in distress parents well. They are obsessed with filling the record book but don’t do the things written in there in time. The cleaner in there also doesn’t clean properly.,SUM Hospital
3.7,"I recently visited SUM Hospital, which is affiliated with Siksha 'O' Anusandhan University (SOA University), and I was thoroughly impressed with the level of care and professionalism I received. From the moment I stepped in, the staff made me feel welcomed and well-cared for. The facilities were modern and well-maintained, and the medical team was highly knowledgeable and compassionate. My experience at SUM Hospital exceeded my expectations, and I would highly recommend it to anyone in need of quality healthcare services. Thank you, SUM Hospital, for your exceptional care !",SUM Hospital
3.7,"One Stop HealthCare soln for all the arround the east india peps
From personal experience I must recommend to visit when ever required
Well Equipped with very much nice staffs and highly Qualified doctor and paramedic Staffs ✨",SUM Hospital
3.7,Staff 's bad behaviour with patient family members,SUM Hospital
3.7,"opd best,but ward,doctor nurses,reports system very very bad i live 24 days in 2024 may",SUM Hospital
3.7,Excellent,SUM Hospital
3.7,Not Bad.. it's Acceptable,SUM Hospital
3.7,Very well.,SUM Hospital
