"price","likesCount","reviewsCount","totalScore","rating","reviewerNumberOfReviews","text","name","title","stars"
,"3","6992","4.7",,,"Excellent  facilities  providing here totally satisfied 💯

We are treating our mother here from last 5 years and we really appreciate the service,  staffs and dear doctor fir there Excellent cooperation.","Rahul Taria","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"6","6992","4.7",,,"Highlights of Sum Ultimate Medicare
1. Doctors diagnose the patient perfectly .
2. Very  caring nurses.
3. Energetic and supportive services and admin team.
Highly recommend all to get the treatment here in future.
Our special thanks to the house keeping team for keeping neat and clean.
Specials thanks to Mr. Aktar who guides and completes all the diagnostics process seamlessly.","Basab Dutta","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"0","6992","4.7",,,"I had my c section delivery at Sum ultimate Medicare. I was under treatment of Prof. Dr. Tapan Pattnaik. He is such a terrific doctor with lot of year experience and so well service. He was such a humble doctor and best hand. The service of the hospital was also nice and the best part was the service of the nursing staffs. The ladies were so helpful and polite at any time of the day. Thank you for the service.","Divya Pattnaik","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"0","6992","4.7",,,"Had a wonderful experience in SUMUM. Doctors and staff are quiet good and cooperative.Timely opd care and services are available. Dr Tapan Pattanaik sir is highly skilled and efficient surgeon and im extremely happy for my procedure.","Anchal Dalai","SUM Ultimate Medicare - Best Multispeciality Hospital in Bhubaneswar","5"
,"1","1898","4.6",,,"This is the most horrible hospital I have everseen.Doctors do not care.Sisters do not behave properly,just inhuman.The doctors do not update anything.It is only money making.Pl do not come to this hospital.Govt of Odisha should disallow running of Vivekananda Hospital.Request MCI to stop this hospital immediately.","Ramesh Dash","Vivekanand Hospital Bhubaneswar","1"
,"0","1898","4.6",,,"This is a very good hospital for Ortho padic,our patients operation done last Sunday orthopaedic surgeon Dr sidharth is very good doctor and also all staff are very good behaviour and co operative","pareshkumar pattanaik","Vivekanand Hospital Bhubaneswar","5"
,"0","1898","4.6",,,"Everything is good
Good behaviour of all staff
Neet and clean rooms...!!!
Fully Satisfied.","maheswar ojha","Vivekanand Hospital Bhubaneswar","5"
,"1","1898","4.6",,,"Good care & Very nice hospital. And the sir madam are very kind or gentle. Staffes are also good persons. Treatments are neat and clean. 👍🙏","Suraj Paikaray","Vivekanand Hospital Bhubaneswar","5"
,"1","1898","4.6",,,"In my thought this is nice hospital.its provide very well care of patients.Doctors and nurse are very help full.Overal this is a good hospital.","Jagan Mohanty","Vivekanand Hospital Bhubaneswar","5"
,"0","1898","4.6",,,"Really great.... doctor...& sister And..
Their own.... responsibility....for me with doctor's... specially kar sir...And Thank u.....All hospital staff.....🥰","Happy Hopes","Vivekanand Hospital Bhubaneswar","5"
,"1","1898","4.6",,,"Hospital is overall great, we are happily realised our patient from the hospital, each staffs are cooperating & well behaved.","Kumar Kalia","Vivekanand Hospital Bhubaneswar","5"
,"0","1898","4.6",,,"Service to patient of Vivekanand Hospital is quite satisfactory inall type of service
Workers are quite dedicated servicius","Dibakar Satapathy","Vivekanand Hospital Bhubaneswar","5"
,"0","1898","4.6",,,"Veryyy nice hospital.❤️❤️😊❤️all staffs r good behaviour by nature..properly care given","Itishree gyanadarshini nayak Trust","Vivekanand Hospital Bhubaneswar","5"
,"0","1898","4.6",,,"Facilities are good and doctors are quite professional but nursing staff behavior is rude to patient.","Biswajit Behera","Vivekanand Hospital Bhubaneswar","4"
,"0","1898","4.6",,,"I am not satisfied for the treatment. Lift staff are ignoring and not listening and neglect our query. Very very bad.","Sk Ayaaz","Vivekanand Hospital Bhubaneswar","1"
,"1","1898","4.6",,,"Doctors here are really good services provided are also good sometimes some of the nurses behaviour can be rude but other make sense and take good care","Siba Prasad Samantaray","Vivekanand Hospital Bhubaneswar","3"
,"0","1898","4.6",,,"All services are very good.Thanks Vivekananda hospital.","done done","Vivekanand Hospital Bhubaneswar","5"
,"0","1898","4.6",,,"One of the best hospital of the Bhubaneswar.... staff behaviour is too good... service.....is best.... good care","Prativa Parida","Vivekanand Hospital Bhubaneswar","5"
,"0","1898","4.6",,,"Everything is excellent.thanks vivekananda hospital staffs,I am so happy.","Umakanta Behera","Vivekanand Hospital Bhubaneswar","5"
,"1","1898","4.6",,,"Doctors are very good..other staffs are very cooperative...fooding is average...bt the watchman's from the first floor behaviour was not good..he didn't allow my daughter to meet me in the 4 th floor..that was very ridiculous..","Gouri S","Vivekanand Hospital Bhubaneswar","4"
,"8","1898","4.6",,,"1. Building infrastructure is somehow inadequate for a hospital with narrow corridors and small and crampy cabins for doctors.
2. I had good service from the doctors of surgery department during my hospitalization here.
3. Food and nutrition supplied for the patient is not good at all, however their nutritionist visit the cabins once daily and patients can always put their case before her.
4. Toilets and other facilities needs to be kept cleaner.
5. The hospital finds itself at a great location, right beside the NH16, hence easily accessible.","sandeep sahoo","Vivekanand Hospital Bhubaneswar","3"
,"0","1898","4.6",,,"This hospital has best experienced doctor othersion and batter service for any other person","Sharat Chandra Ojha","Vivekanand Hospital Bhubaneswar","4"
,"5","1898","4.6",,,"The management ICU is really so bad !! And such as  the doctors are  good but still the management is really so bad and unhygienic and the nurses are rude ! And they doesn't maintain the hygienic and the ICU is really so unhygienic and the nurses doesn't care about the patient and they are very rude to attended! They just want fees nothing more !! We are unsatisfied with this ICU management!","Udita Nath","Vivekanand Hospital Bhubaneswar","1"
,"1","1898","4.6",,,"Dear sir and mam thank you for taking care of me so diligently and professionally, whilst I was recovering from my surgery."" ""Dear pati sir  thank you for being by my beside during my treatment and putting a smile on my face when I was feeling worried.","Jagan Pr","Vivekanand Hospital Bhubaneswar","5"
,"1","1197","3.7",,,"The doctors consultation is excellent. His way of talking with the patients is splendid. The sisters also have good patiency. Their response is so good.Very good hospital with good amenities. Doctors are patiently listening to the problems and staff are polite. Overall satisfactory in all aspects","Jyotiprakash Nayak","SUM Hospital","5"
,"2","1197","3.7",,,"Ims and sum hospital, shampur,bhubaneswar..
2nd floor OT lift front wash room.
Everyday thousands of patient attendants are facing issues.
I think you must verify all bathroom and drinking water facilities.
Please dont ignore","satya Narayan","SUM Hospital","2"
,"4","1197","3.7",,,"Very nice hospital for any type of medical emergency. You definitely get valuable services and hospitality here.","Santosh Parida","SUM Hospital","5"
,"1","1197","3.7",,,"Seeing all your reviews I had given 1 star,
My primary concern is if you have such a big campus why can't you plant shade giving trees along the boundary when you have such a long portion of it along the road..
The hospital looks so barren from outside ,like a concrete jungle!!!I'm sure it is also deserted inside..
There are few trees on the divider but not on either sides of it!!
Under the scorching sun,it makes the passer-bys more miserable!","Sandy","SUM Hospital","1"
,"0","1197","3.7",,,"Their service is very bad. They will do it well when there is work, and when the work is completed, it does not matter to them whether the patient lives or dies. They have no responsibility after the patient is discharged. Even if a patient wants to call and ask at an urgent time, these people do not receive the call । How can these people be so irresponsible? It has been 8 days and I am irritated by this but no one has received it. If something happens to the patient then who will be responsible for it?","Situ Pradhan","SUM Hospital","1"
,"25","1197","3.7",,,"A good hospital and location is also good. All kind of treatment available here. The doctors are very polite and kind to patients but most of the nurses and other staff are so rude and behavior is very bad not tolerable at all. The surrounding is neat and clean. Proper cleanliness is maintained.  Overall experience was good but again I'm saying that some nurses behavior is very bad and behave like they are the owner.","Sushit","SUM Hospital","2"
,"0","1197","3.7",,,"I am writing from hospital now... my father has been admiited here... The worst service I would say... only because of doctor Priyanka Samal, I came here... doctor Priyanka Samal is very good... but how the hospital operates is really poor. Attendant has to go here and there...ward manager, ward staffs are asking for Insurance approval and are delaying the treatment because of Insurance approval delay... can you imagine, what kind of training they need... purely unprofessional from top to bottom... every level is unprofessional... no process is automated. Staffs' behavior is really poor. They don't know what they supposed to do as part of their job... even a small smiley face you won't find when nurses talk...
I would never come here again... if any word worse than worst, I would have taken that...","ShriKshetra Purusottama","SUM Hospital","1"
,"5","1197","3.7",,,"A good hospital where almost all kinds of treatment is available. It is a big hospital that is maintained neat and clean. Being a corporate run hospital one needs to come prepared for certain things in minds. Here they accept almost all kinds of health insurance including government cards like BSKY. They also have a blood bank associated to it which is really helpful for patients in need.","Debasis Das","SUM Hospital","4"
,"1","1197","3.7",,,"Seems the hospital is fine for all types of income groups. The hospital is decent, with all the departments available here. Cleanliness is good inside the premises. Bike parking is available but there is no car parking available, so I had to park on the side of the road. The main thing i can truly say about the treatment.","Pranab Seal","SUM Hospital","4"
,"1","1197","3.7",,,"There are very good doctors in this hospital in OPD. But if you admit a patient and stay here you can see the hospitality is too bad. First thing is poor drinking water facilities. The second one is lingering treatment process. Nothing is done timely. Third thing is rude behaviour of staffs. If the management take a look on all these matters it may be a best hospital in Odisha.","Subhashree Dash","SUM Hospital","2"
,"8","1197","3.7",,,"The worst hospital you would ever see. Their staff are the most nonsense people. Even the doctors are not so good. They didn't listen to us properly and even their treatment style is worse than the district headquarters of Dhenkanal hospital. If you don't want your patient to have an early death surely never visit there. They only focus on how to get their bills before time. And in return about treatment they don't give a damn about it. If you have a lot of money you can simply just burn it with petrol instead of having a treatment there. They are the most horrible creatures on the planet.","BIJAYALAXMI SAHOO","SUM Hospital","1"
,"10","1197","3.7",,,"My experience at SUM  Hospital was horrendous from start to finish.

Services and Management:
The management was disorganized and indifferent, taking hours to admit our patient  with poor communication and excessive paperwork.

Nursing Staff:
The nurses were rude and unprofessional, often ignoring requests and responding with irritation.

Doctors' Behavior and Attitude:
The doctors were dismissive and arrogant, barely listening to our  concerns and rushing through consultations.

Treatment:
The treatment was careless and substandard.The hospital seemed more interested in charging exorbitant fees than providing proper care.

Ward Conditions:
The ward was filthy, noisy, and chaotic. The bathrooms were rarely cleaned, and the beds were uncomfortable and poorly maintained.

Money Over Care:
The hospital prioritized profit over patient care, with hidden costs and unnecessary procedures at every turn.

Dangerous Discharge Practices:
Our patient  was discharged in poor condition, leading to severe health complications. This reckless practice endangers lives.

Summary:
Incompetent management, rude staff, poor treatment, filthy wards, and a focus on profit over care make SUM Hospital a nightmare.","Diptimayee Kandi","SUM Hospital","1"
,"2","1197","3.7",,,"Good hospital in bhubaneswar. Here all type of insurance card even govt card acceptable. Very smoothly you can do in a single day all your checking and test related.  Mostly opd free of cost.","Himanshu Sekhar Swain","SUM Hospital","5"
,"7","1197","3.7",,,"My personal experience from 2005 to today .

I have been visiting to this hospital since 2005 , when ever me or my friends or my family members got sick.

It's the best private medical colleges cum hospital in odisha.

That time hardly 500 patients were visiting. If you go tomorrow you can find 5000 patients at a time or more than that.

It's management continuously increased wide range of health care services.

Best departments are :-
1- Cardiology
2- Cheast & TB
3- General Medicine & Surgery
4- Neurology
5- Endocrinology
6-Hematology
7- Skin & VD
8- COVID care
9- Gastroenterology
10- Urology

Need Improvement:-
1- Nephrology ( kiddny transplant)
2- Gynecology
3- Opthalmology
3- Over all ambience & cleanness.
4- bed availablity
5- canteen meals
6- Dental care
7- Test reports are taking one day time .

As it's a medical colleges it will give a feeling like government hospital but it's quite reasonable for common people.
OPD registration is free. Medicine cost is minimal. But nurses needs to be more caring.

It has dedicated COVID care centre  & blood bank. All clinical tests are cheaper in comparison to others. Parking facility is available.

Dental care is separated from main building.

Overall my experience on this hospital is excellent.","Abinash Nayak","SUM Hospital","5"
,"0","1197","3.7",,,"Despite reading those negative comments, we have come to this hospital. My mother has problem of gall stones in gall bladder and in CBD i,e common bile duct. 1st the stones were melted through the process --due to they were very small size (1 to 2mm)--of ERCP in gastroenterology dept. & Dr.jimmy sir is very cordial and helping nature. Then we got discharged from the hospital after 3 to 4 days and was prescribed to revisit the hospital again for the gall stones surgery. Now we have come and dr. Senapati sir is very calm and composed guy Outta no where. My mother was undergone with laparoscopic surgery then stones got removed. Overall doctors and ward Didi's are very good, security guards are also doing their job heartly as well sweepers are also very good and doing their duty respectfully. But their is one negative about this is sewerage system, toilets 🚽 are pathetic, in floor 1 surgery ward their is only one toilet in which male and female get into. Urine and stools are also scattered allwheres🤭 This is actually a concern of infections and multiproblems. hence, this is a request to the owner sahab to place a myriad toilets separately for male and females.
After all a great thank you to all....🙏","Lokanath Parimanik","SUM Hospital","4"
,"0","1197","3.7",,,"I recently visited SUM Hospital, which is affiliated with Siksha 'O' Anusandhan University (SOA University), and I was thoroughly impressed with the level of care and professionalism I received. From the moment I stepped in, the staff made me feel welcomed and well-cared for. The facilities were modern and well-maintained, and the medical team was highly knowledgeable and compassionate. My experience at SUM Hospital exceeded my expectations, and I would highly recommend it to anyone in need of quality healthcare services. Thank you, SUM Hospital, for your exceptional care !","Spandan Modak","SUM Hospital","5"
,"1","1197","3.7",,,"Worse experience ever. All doctors all nurse all staffs are irresponsible towards patients. We are middle class family so they tourcher us.they told us to go a government hospital which is suitable for us because we don't have money.","Rajeswari Nayak","SUM Hospital","1"
,"2","1197","3.7",,,"Recently took wife cor checkup the gynecologist was absent for almost a week so returned 2 times even the staff are not aware they kept saying doctor is present again and again. After that had to meet other doctor and went to pathology lab  for blood test where i was told report can be received after 4 hours but when i went after 6/7 hours i was told to come after one more hour. After insisting they said we download report after patient comes to collect report but now there is no link so we cannot give report now. So i had to go again next day to collect the report its rge pathetic service provided by the hospital even trying to complain did not work they took it casually.","Amit Eight","SUM Hospital","2"
,"2","1197","3.7",,,"Hospital is good along with the staffs. All are well behaving and cooperative. Poor management.  Hospital charges are not reasonable. The main issue is here Doctors. Means they manage OPD and OT on a same day. Ameture nurses and Radiologists like they didn't even know how to print Ultrasound reports properly.
Bad hospital.","Swetaleena Nayak","SUM Hospital","2"
,"4","1197","3.7",,,"In the Pulmonary Department Sector Those who were Working, Their Behaviour-3rd Class or Less✅
Also The oncology Department there was No time restriction To the Doctors.
They came whenever they wanted. So
Be careful. Be aware when you think about coming to SUM Hospital. l personally think don't waste your time and wealth.
Also If you use a Biju Swasthya Card
Then You will be treated like ( if you know you know🤡)","Akash Jena","SUM Hospital","1"
,"0","3380","4.4",,,"I had come for a routine check up as a senior citizen. At this hospital, I have observed a nice and systematic process with smooth flow of activities. All the people are very cordial and well mannered. Level of cleanliness is good. The assistance provided to me from the beginning to end of all my activities in the hospital by Ms. Sunita Jena was superb and praiseworthy.","Lingaraj Dash","UTKAL HOSPITAL","5"
,"2","3380","4.4",,,"A outstanding hospital in bhubaneswar for critical patients.All staffs behaviour are good . Clean Hospital,Good Hospitality, Accountability etc.","Mr. UDAYA KUMAR PRADHAN","UTKAL HOSPITAL","5"
,"21","3380","4.4",,,"I am totally astonished, that how can a reputed hospital like Utkal hospital, appoint so called uncologist Mr.Ranjan mahanty, it's his chamber, my father is a cancer patient, and he is waiting like 2hours+ but doctor is too much busy with discussing about Mutual fund, how to invest, where to invest with these 2 peoples. If you want to verify u can. Today's date is 01.06.2024 and Time is- 2.18P.M.

Dear authority kindly review it. And take necessary action against him. Other wise Boycott Utkal hospital.","UMAKANTA Behera","UTKAL HOSPITAL","1"
,"6","3380","4.4",,,"Good treatment found hear, but some behaviour of security staff are rude
*nurshing staff talk not so much friendly found some time
*food givin to to patient was very poor quality and no in proper timing.
*Their is no any rest selter for attentant specially for night time rest.
Overally hospitality avrg quality...
Thanks🙏 Prasant Ku Jena,MCL ,Angul","Prasant Kumar Jena","UTKAL HOSPITAL","4"
,"7","3380","4.4",,,"Doctors are good, services are good...but hospital management is not taking any steps for cleanliness... canteen  is so unhygienic... There are Blood stains  outside of icu  which is very sensitive area both for visitors and patients.That stains was there for long time no one came to clean it....","Madhusmita Pattanaik","UTKAL HOSPITAL","4"
,"1","3380","4.4",,,"Service too much poor, staff behaviour not good, before 3days slot booked or time 9:30am but now 12:30 pm  but no response,staff said wait 1hr then update you today Pet CECT possible or not. My mother is cancer patient no medicine no breakfast till now so too much bad hospital. I don't like Utkal Hospital.","BASANT ROUL","UTKAL HOSPITAL","1"
,"0","3380","4.4",,,"It has been very great experience working at Utkal Hospital Under the department of Billing (Credit Cell). All the staffs are really good and cooperative in all case of situations. I will recommend to whoever is going to work here , that yes you can go ahead ❤️","Satyaranjan Das","UTKAL HOSPITAL","5"
,"0","3380","4.4",,,"About cleaniless and doctors high fee like 700rs the hospital is good but all other things like admission through BSKY card takes more than 5 hours and some other things like inside meals are high prices like veg meals comes in 85 per plate and also this medical has no better parking for two wheelers.","Bikash Kumar","UTKAL HOSPITAL","2"
,"1","3380","4.4",,,"This is very short review.
And worst experience.

1. Radiology department staff response is very bad and slow work. No value for package health check up.

2. For doctor Consultants after all check up was very bad experience.

3. No dietician consultant. I also don't know the same has been mentioned in package.

4. Overall experience was average.

5. Health check up assit staff was very good.","Subhransu sekhar PINTU","UTKAL HOSPITAL","1"
,"1","3380","4.4",,,"The doctors are good. But the facilities of hospital is worst.its almost same as other semi/govt organisation. Need to wait almost 3 hours to get a into Ultrasound Room.
Worst feeling after paying so more than expected fees.
When you know you have more patients in a particular Area why don't you add on machines and staffs.
Set up better service before you charge too much for each service","Manisha sahu","UTKAL HOSPITAL","1"
,"1","3380","4.4",,,"This hospital has good doctors but worst management. They do not care for the patient and attendants. The food quality is so low standard and patients are demoralised due to too much restrictions. There is no minimum facilities for the attendants to stay. Management should look into the matter on priority and take necessary actions. There is no meaning simply saying you are looking into it. Patients and their family members are not coming here for entertainment.","Ajaya Kumar Panda","UTKAL HOSPITAL","1"
,"0","3380","4.4",,,"The worst private hospital of Bhubaneswar.. i have done MRI and after 20 hrs also they are not giving MRI report and also arguing that you are not the only patient.. whereas other hospitals and even small test centres provide the MRI report withing 2-4 hrs .. this hospital needs to 1st teach its staffs how to behave and provide better service like other private hospitals.. Otherwise, i am going to tell each of my colleagues and relatives to never visit this hospital for treatment.","S R P","UTKAL HOSPITAL","1"
,"0","3380","4.4",,,"The hospital has good doctors but the worst management. The food is so substandard..The staff behaviour is ridiculous..The washrooms are very dirty..They make no arrangement for stay of attendant even after high pricing..There is no arrangement regarding the food for attendant..They are not even allowed to bring fruits for their patient..Kindly look into the matter.","bandita priyadarsini","UTKAL HOSPITAL","1"
,"20","3380","4.4",,,"The Panel Of Doctors here are unfortunate that they are Stuck at a Hospital, where patients and Their money are not respected. The Management is So Poor that I won't  recommend this To Even Someone Whose This would be a Last Option. The Hospital  Counselling Staff's Are rude and Non Cooperative, especially The Ladies Staff.
*I went There for A Day Care Treatment, And They put the Patient in Area Which is Under construction.
The Councelling Staffs Are Like We are Only Charging 1500/- for Day care. So it's fine. ""For Hospital Management:- Charging 1500/- for 1-2 hours in a sharing room, it is good Amount Not Less. Or Else ,if you just want to earn Money You have Roof Top Space on 6th Floor Also. Why don't you put Tents there and Start Charging 500/- or 1000/- for that Place.""
They have Wards made in Under-construction Area , where they have just put White wash in The Rooms And no other facility other than a Bed n a Chair.  The Maintenance of The place is Zero and Housekeeping Staffs Are Absent...  They Treated my patient as if They Dumped Her Some Where near Trash.

Very Unprofessional, And Definitely With This Attitude The Hospital Has No Longer Future. Sad That Good Doctors are wasting Their time at Bad Hospital.","Aman Raj","UTKAL HOSPITAL","1"
,"0","3380","4.4",,,"I would not suggest this hospital to anyone. Worst management.
I had my mri done 3 days back before 12pm and they told me the report would be ready in 24 hours. It has been 3 days today and whenever i call them a lady picks up with same message every time saying that she doesn’t have the update.
Imagine you are in pain and u have to wait for the report for 3 days which is ridiculous.
I would rather suggest you to go to manipal or care hospital. Atleast the staff there will be more attentive and informative.","Simran Gupta","UTKAL HOSPITAL","2"
,"0","3380","4.4",,,"The Utkal Hospital BBSR is the most  soffocated hospital in Odisha.
1.The rubbish behaviour of its nursing staffs,
2. the inhuman attitudes of its  so called public relation officers,
3. the rude speaking of the emergency dept. incharge will make the attendants  patients.
4.so I will like dying  instead of going to such  hospital like Utkal.","Govind","UTKAL HOSPITAL","1"
,"0","3380","4.4",,,"Dr Pabitra mishra is very nice doctor . And this sentence was wrote by help desk officer. She was asked me for mobile phone and type it.","ajit raut","UTKAL HOSPITAL","2"
,"3","3380","4.4",,,"Best hospital facilities in Bhubaneswar. Has the perfect combo of doctors and equipments. Especially liked the staff. Ms Rudrani helped have a very smooth experience when I was there today for preventive health checkup. All process and consultation was completed very smoothly.","Aro Tripathy","UTKAL HOSPITAL","5"
,"1","3380","4.4",,,"utkal hospital is a reputed hospital but here system work is very slow like we are given for admission paper to bsky by 12 .30 pm till 4 pm  we are waiting in between what will fill patient,we are bringing to patient here they will fell better to home but patient will opposite feel..same condition also billing counter...
Management please look this matter and short out ASAP","Indramani Muduli","UTKAL HOSPITAL","1"
,"0","3380","4.4",,,"For new born baby it is not good . No proper care taking by the night staff nurses. My new born baby faces problems a lot . At the time of diper changes no proper way to clean . My baby back site completly rashes. And the nisu  nurses have no idea to draw the blood of new born child . They have draw three time with a small child those have only for two days to birth. And when ever I tell to billing section regarding the same not as complain only in request mode but that madam told me pls comparision from other hospital . Due to this concern I am pay all the amount by cash. This is my only concern medical is place where every body will trust to you. I appreciate and many many thanks to  Dr. A. Das and DR. K Panda sir. But traing is more required to some of nursing staff. This is treated as a suggestion only.","Cyber School","UTKAL HOSPITAL","1"
,"2","2313","4.6",,,"One of the few Hospitals in the Capital city of Odisha that has the facilities and the faculty to cater to a broad spectrum of health needs and also the cost of treatment can help different strata of the society. Recently my father got treated in the neurological IPD. The attention and constant feedback mechanism in all departments be it clinical or insurance, was extremely helpful for us family members. Thanks.","Sambit Mishra","Sunshine Hospital","5"
,"0","2313","4.6",,,"This hospital has been excellent in providing medical care for 40 years of my life","Gyanaranjan Nayak","Sunshine Hospital","5"
,"1","2313","4.6",,,"I want to express my utmost gratitude and heartfelt thanks to Dr.Swetank Das (a god in my opinion) who give me a new life. He is one of best heart surgeon in india.  I  give thanks to all the supporting staffs of sun shine hospital for their laudable service.","Maheswar Swain","Sunshine Hospital","5"
,"3","2313","4.6",,,"One of the worst experience. I was there for an emergency appointment for my cousin, they said doctor will come in 30 minutes, said doctor is on a round around OT. 2-3 hours passed no response.

Probably the doctor wasn’t even there in the Hospital. And they just stalled us.

Pathetic. Have the face to tell the truth, we don’t have entire day to waste cause tour doctor is not there.","Akash Beura","Sunshine Hospital","1"
,"0","2313","4.6",,,"Dr. P.K Jena sir is the best Neurologi 👌.
Thank you sir 🙏
I did not like at all the behavior and method giving nurse's at the time of discharge.","Debjanee","Sunshine Hospital","3"
,"1","2313","4.6",,,"Absolutely IMPRESSED! The staff was fantastic and the best part…the doctor Chandan ku panda…OUTSTANDING! Very compassionate and patient. Great experience and won’t go to any other walk-in but Well-Key!","Swagat Sahoo","Sunshine Hospital","5"
,"2","2313","4.6",,,"All services are excellent. Nursing staffs services are too  and  special thanks Dr ritesh  Acharya siris real human being.They are so cooperative and loyal to their patients.we are so much humble and thankful for their treatment process and caring and very friendly thank you so much sir

My suggestion the plastic items which is provided to patients should be avoided like plastic jug,food tray etc. In ICU the nursing staffs should be more loyal to the patient. wastage of patients food should be properly examined by the management.","saroj Kumar dhal","Sunshine Hospital","5"
,"2","2313","4.6",,,"This hospital offers exceptional medical services, with brig. Prof. Dr. P.K. Sahoo being recognized as an esteemed neurosurgeon renowned for his expertise and compassionate care. He is an exceptional neurosurgeon who performed my father's neurosurgery operation with precision. Additionally, he diligently attended to my father's daily care and monitoring for optimal recovery. I highly recommend him to anyone in need of neurosurgical expertise, as he possesses the skill and dedication to effectively address neurological issues.","Sasanka sekhar Satapathy","Sunshine Hospital","5"
,"1","2313","4.6",,,"Sunshine hospital one of the best hospital in capital Bhubaneswar. Dr swapnita hota, O&G operation hand is outstanding and her behaviour is excellent,  My mrs Rina now is quite ok. And procedure TAH is fully sucessful, specially insurance department personel are very cooperative and thanks sunshine hospital.","bidyadhar jena","Sunshine Hospital","5"
,"2","2313","4.6",,,"That with out any dilly-dally attitude the service provided by the IP billing section dept. is in timely manner which  is very excellent and laudable.
The doctors are doing tremendous job like god. Their counselling to the patient is so cool and sober so that the patient will psychologically and morally strong that nothing will happen to him whatever the critical condition he/she is suffering.
The staff nurses are being an employee are not treating the patient as an employee but with  service motive they perform their duties tremendously and also with punctuality even the family members will forget something about the patient but they did not, i believe that ther are following the principle of ""service to mankind is service to god"", which is praiseworthy.
The HK staffs are always trying to keep the inside premises neat and clean by keeping in mind that cleanliness is next to godliness.
The security staffs are doing their job very honestly.
The admin staffs are managing the works very smoothly inspite of heavy rush and their attitude and behaviour to the visitors and also the patient are very cordial and affable.
At last I want to say that all the  staffs engaged in the hospital are working not as an employee but as volunters whose motto is pu forth their utmost effort to the patient and visitors with honesty and sincerity.","pratap bhuyan","Sunshine Hospital","5"
,"3","2313","4.6",,,"One of the best hospital in bhubaneswar city, odisha, Dr Swetaka Das, heart Surgeon-0hats up for your dedication towards for my fathers sucessful bypass surgery, for your efforts my father is live....thanks a lot","Deepak Sahu","Sunshine Hospital","5"
,"2","2313","4.6",,,"Absolutely IMPRESSED! The staff was fantastic , spl. Thanks to Nurse Pinki Really she is an asset of the Medical and the best part…the doctor (Swapnita Hota Madam)…OUTSTANDING! Very compassionate and patient. Great experience. Thank u Sunshine","Malaya Rout","Sunshine Hospital","5"
,"0","2313","4.6",,,"Many more thanks to Dr. P .K Sahoo, Dr.Roshan Sahoo ,and Dr.Sureswar Mohanty,and all the staff of sunshine hospital for very carefully neurosurgery operation of my mother ..","Gopinath Nayak","Sunshine Hospital","5"
,"2","2313","4.6",,,"My husband was hospitalised and treated at this clinic last week for pneumonia. I sincerely thank you for the excellent care and attention that all the staff and doctors have dedicated to Carlo. Now Carlo is in Italy and continues convalescence thanks to your wonderful care","Marilena Ciceri","Sunshine Hospital","5"
,"0","2313","4.6",,,"Dr. RITESH ACHARYA is very humble and polite. All the supporting staffs services are appriciated and good hospitality.","Devjanee Rosy","Sunshine Hospital","5"
,"0","2313","4.6",,,"Very nice service...and very good and corporate doctors....so good hospital...","Raj roy","Sunshine Hospital","5"
,"1","2313","4.6",,,"One of the best hospital in Bhubaneswar..i have admitted My father for 4days ..All services were good.","Rakesh Behera","Sunshine Hospital","5"
,"1","2313","4.6",,,"Thank you Dr. Sadananda Meher for an excellent Lap Surgery of my father. Dr. Sadanada sir is very humble and extremely approachable person regarding the queries of the disease.","Gyanaranjan Dash","Sunshine Hospital","5"
,"0","2313","4.6",,,"Don't go on the rating. This is the worst hospital i have ever seen. Behaviour of their staffs is very rude, same they are behaving with the patient also. I will never recommend this kind of hospital.","trilochan mishra","Sunshine Hospital","1"
,"2","2313","4.6",,,"My Sister in law admitted and operated by Dr Swetank Das two months back. We left hope after we got to know that's she is suffering from heart failure & lately diagnosed as severe AR. Cardiologist from AIIMS advised for AVR surgery. One of my relative suggested Sunshine Hospital. Today we came for follow up with Dr Swetank Das. He's the best Cardiothoracic vascular surgeon & Sunshine Hospital is the best hospital for cardiology & patient requires CTVS surgery. We are very thankful to Dr Swetank Das.","Satyajit behera","Sunshine Hospital","5"
,"0","13546","4.8",,,"The experience was too good inside the hospital. The treatment was very satisfactory. Especially the Staffs Alaka
Naik  Maam and Madhusmita were very friendly in nature and helped a lot during treatment.","Abinash Rout","Manipal Hospitals, Bhubaneswar","5"
,"3","13546","4.8",,,"Being new to this town,I must say AMRI is the best hospital and the service provided was excellent. Was blessed with baby girl under supervision of Dr.Shibani Devi. Nursing staffs were all well behaved, cooperative  and professional. Room was clean and hygiene process were too followed.Also thanks to Ms.Suhasini for her kind support extended, during the entire stay.Amri's billing and discharge process are also flexible.
Would recommend all for AMRI.","Abhishek Kesharwani","Manipal Hospitals, Bhubaneswar","5"
