"likesCount","text","title","reviewsCount","rating","reviewerNumberOfReviews","totalScore","stars","price"
"0","I want to express my heartfelt gratitude for the exceptional care and support provided by your staff and nurses/sisters during my brother's treatment at your facility. The professionalism, compassion, and dedication exhibited by your team were truly remarkable and made a significant difference during a challenging time for my family.

The level of expertise and attentiveness demonstrated by the staff and nurses/sisters was commendable, ensuring that my brother received the best possible care throughout his stay. Their kindness and willingness to address our concerns and provide reassurance were deeply appreciated and helped alleviate much of the stress associated with his treatment.

Thank you once again for the outstanding service and care provided by Apollo Hospital Bhubaneswar. Your commitment to excellence has made a positive impact on our experience, and we are truly grateful for your unwavering support.","Apollo Hospitals","17373",,,"4.7","4",
"0","I admitted APOLLO Hospital Bhubaneswar on 30th July 2024 (Bed no. 459). My ACL tear surgery was successful. Doctor and other staffs are very cooperative. Nurses on the general ward are taking proper care of the patients.","Apollo Hospitals","17373",,,"4.7","5",
"0","Recently in had my first hospitalization experience at Apollo Hospital due to chest pain and discomfort. I underwent a cardiac procedure performed by Dr. Pk  Sahu and his amazingly talented team.

The service at Apollo Hospital was excellent. The nurses were incredibly caring and attentive, ensuring my comfort throughout my stay. Dr. Sahu and his team were highly skilled and professional, making the entire process as smooth as possible.

Thank you, Apollo Hospital, for your exceptional care and dedication. Keep up the great work!","Apollo Hospitals","17373",,,"4.7","5",
"0","Very nicely and caringly attended to us at ENT treatment room. Staff are well behaved and competent to carry out post surgery dressing which were done at regular interval. I am very happy.","Apollo Hospitals","17373",,,"4.7","5",
"0","Bed number 283.i admited Apollo hospital bbsr for my urine problem . In 2nd general ward bsky all are service excellent . special nursing care thanks 👍 to sister mamina. Chinu. Kusum.madhu thank you Apollo","Apollo Hospitals","17373",,,"4.7","5",
"0","I had a great experience at Apollo Hospital. The nurses were caring and professional, and the overall service was excellent. Special thanks to dietitian Mausumi for her expert advice and support. The facilities were top-notch, and I felt well taken care of throughout my stay. Highly recommended","Apollo Hospitals","17373",,,"4.7","4",
"0","Bed no-540 NHDU,many thanks to all doctors and nursing staffs of NHDU for their services extended towards my patient.they are taking appropriate care of the patient.Anupriya& Jayshree both are genuinely very good.Many thanks to both of them.","Apollo Hospitals","17373",,,"4.7","5",
"0","Bed no-273 my self soumya ranjan naik recently I admited in Apollo hospital for my kedney stone removal and i feel that the environment of the hospital 'staffs  behavior was good and they are really careful about patients care.. Thank you so much Moumita, sangita, aparna..","Apollo Hospitals","17373",,,"4.7","5",
"0","My father was admitted... There staff are very good behavior and they are caring for patients.. Cleaning and hygiene all those things they are maintaining well.. Thank you so much","Apollo Hospitals","17373",,,"4.7","5",
"0","Had a very nice experience at Apollo hospital BBSR. The nursing team were very cordial. Amita and Sudhapriya from the nursing team were very helpful and solved all our queries and have utmost care!","Apollo Hospitals","17373",,,"4.7","5",
"2","Thanks to dear Dr Smita Sarangi madam for the smooth delivery experience that my wife had. We are extremely satisfied with her treatment. Wishing the health village hospital to grow more and heal a lot of people.","Health Village Hospital","651",,,"4.5","5",
"1","All medical staff and docters are good and behaviour also good but the security behaves like he was the owner of that hospital,my uncle was in ICU so I went to 2nd floor through lift when i reached to 2nd floor i was looking for my uncle security asked me where are you going i said that my uncle is in ICU so i came here for him then the security told me who are you why are you came for who sent you and send me to go through the staircase.I don't know what is the time to meet the patient at that time the time was 9.15 AM but the security behaviour was disgusting....","Health Village Hospital","651",,,"4.5","2",
"0","It was a comfortable stay,The staff was very concerned nd helpful,Every Treatment  facility r available, Overall a great Experience ♥️","Health Village Hospital","651",,,"4.5","5",
"1","My experience at the hospital admittance period to still discharge.I got a pleasant experience. All the staffs and management persons are very cooperative. My cashless treatment was got possible due to the expert TPA personnels and their valuable cooperation. I am very much thankful to Dr.Satya ranjan patra Sir and Dr. Sobhan kumar rath Sir for their excellent expertise surgical support.","Health Village Hospital","651",,,"4.5","5",
"1","Nice behavior of all staff. DR Smita Sarangi and Dr. Chinmaya Samal is very friendly in nature.  The attendants, sisters are very cooperative in nature. Good treatment provided here but after our surgery the round visit of Smita mam was good but I felt pediatric doctor is some how negligent in nature during round visit. As per my new born baby concerned , baby must be visited frequently as baby had some problem before busy in out door. So the admin may take care of it. Overally good experience.","Health Village Hospital","651",,,"4.5","5",
"0","Absolute excellence. Clean place, Good and skilled
staff , effective management.  My father admitted for surgery after broken right femure during September 20. Expert doctors and even post operation guidance for better recovery.","Health Village Hospital","651",,,"4.5","5",
"1","Excellent Doctor ( Dr Smita Sarangi). Very cooperative staff/nurse, especially Manager (Alok Babu).  Wonderful experience. Only parking facility could be improved.
Prasenjit Mishra (H/O Sushree Panigrahi)","Health Village Hospital","651",,,"4.5","5",
"5","My father was admitted in the hospital, with a fractured ankle, they took really good care of him, the doctors and hospital staff are caring and well behaved. Hygiene is something that I feel they need to work on a little bit more.","Health Village Hospital","651",,,"4.5","3",
"1","Health village hospital is best hospital because hospital staffs are friendly services and dr. Chinmay sir and madam both best .","Health Village Hospital","651",,,"4.5","5",
"0","It's a trustable hospital and also all staffs are very cooperative, thanks for your well treated","Health Village Hospital","651",,,"4.5","5",
"1","April 10 I delivered baby girl through c section by Smita sarangi madam. She is such a wonderful and skilled doctor I can say bcoz I didn't get any single pain after c section and discharged in 2 days only.staff and the hospital employee are very supportive and familiar.i strongly recommend to this hospital.thank you","Health Village Hospital","651",,,"4.5","5",
"2","It has been more than 30mins I billed at the counter and watching Dr Satya Ranjan Patra standing outside on a red car having tea and chit chating during his working hours. No value for patients. Worst experience in the first visit . Not sure how these private hospitals treat their patients and value them.","Health Village Hospital","651",,,"4.5","1",
"6","WARNING
I want to tell everyone that pls don't ever go to this Hospital and never trust it's lab reports .
I went there to meet dr smita sarangi and she suggested me to do a serum prolactin test which i did in this hospital..In my report the prolactin is so high that is 186.5 .The normal range is between 2.8 to 29..i took my report to doctor and she is shocked to see my report that is too much high and suggested me to do a brain MRI  because she suspect a small tumour in my brain.That day was so heavy for me ..i was literally crying whole day and panic severely..i do my MRl on sameday but my report was completely normal.then i test for serum prolactin once more in a different lab and the report came completely different that is 10.5 which is completely normal.so i want to give this hospital minus star. Pls Be careful before going there.","Health Village Hospital","651",,,"4.5","1",
"3","An excellent hospital with cordial and caring stuff. I got my son operated there for radial bone fracture and thanks to Dr S R Patra and Dr Shovan Rath, he is now doing fine. For any orthopedic issues, I'll always recommend the hospital.","Health Village Hospital","651",,,"4.5","5",
"2","Nice hospital at id market. I took my father there when he had severe back pain suddenly. We were all nervous as it almost 10pm. The nearest hospital was this. They immediately responded which is good and my father was discharged the same day. They suggested for MRI at a high end hospital and upon doing it we got to know the slip disc problem. Thanks to them. Their help worked in diagnosis of it. Another time my grandmother was admitted here. And she is doing fine now.","Health Village Hospital","651",,,"4.5","4",
"1","It's a nice hospital attending all patients with well behavior with all doctors, staffs & staff nurses.","Health Village Hospital","651",,,"4.5","5",
"0","I heard that health village is a very good and renowned hospital so I went to this hospital for my routine check up. I consult with DR P.K SINGH of Medicine Department over there. And I must tell that it was the worst experience of my life after meeting with Dr P.K Singh. His behaviour is quite rough and I thought that he is completely business oriented Doctor not patient oriented. This kind of doctors hamper the hospital's reputation and also patients are suffering a lot. I give one star ⭐ only for the hospital. But as far as the DOCTOR is considered he is not deserve a single 🌟 also.","Health Village Hospital","651",,,"4.5","1",
"1","Recently I was admitted in hospital due to my gall bladder surgery,Dr.sumit mohanty best surgeon.his behaviour also nice.all staffs and nurses are very co operative and housekeeping also very nice.overally best hospital in odisaa.","Health Village Hospital","651",,,"4.5","5",
"1","Excellent service with Great hospitality..Privileged to be treated by Dr. Smita Sarangi and Co.","Health Village Hospital","651",,,"4.5","5",
"0","One of the best hospitals of BBSR. Best quality services provided at affordable price. Excellent doctors present round the clock with dedicated and committed nursing care provided to all patients.","Health Village Hospital","651",,,"4.5","5",
"1","Thank you dr roshan sahu SIR thank you sunshine hospital. I am very satisfi your service and treatment thank you all stafs","Sunshine Hospital","2313",,,"4.6","5",
"0","Thank . We get best service ever
We came through dr ayaskant sir
And operation was done by dr chandan sir
All room service were good and time to time","Sunshine Hospital","2313",,,"4.6","5",
"2","One of the worst hospital it is ....the staff and doctors both are money minded and only extract your money by suggesting various test . With out medication I was compel to stay for which my health got deteriorated...The MRI report which is generally given within 1 hours....it take 24 hours by saying in 4hrs we will send to you on what'd app ...they are cheaters .if there would be an option I will give ZERO RATING . Don't choose this Hospital if you really wants to get healthy.","Sunshine Hospital","2313",,,"4.6","1",
"0","Dr satyabrata dash is very good.
All service is very good. Thank you sunshine hopital.","Sunshine Hospital","2313",,,"4.6","5",
"0","This multi special hospital service is tremendous. IPD manager such a extraordinary guy.","Sunshine Hospital","2313",,,"4.6","5",
"0","Very considerate doctors and excellent helping staffs. Prompt in treatment and good counselling.","Sunshine Hospital","2313",,,"4.6","4",
"0","Dr Sadanand Meher's treatment is excellent.
Thank you very much sir (Dr Sadanand Meher)","Sunshine Hospital","2313",,,"4.6","5",
"0","Treatment super..
Nursing and management good.
All are nice .2nd floor all staff good 👍👍","Sunshine Hospital","2313",,,"4.6","5",
"0","Went there with my mother, left her alone for 5 minutes and in that time they had basically sold her overpriced medicine from their own pharmacy, and didn't even take returns. Pretty shameful.","Sunshine Hospital","2313",,,"4.6","3",
"2","Sunshine hospital is blessed with the best doctors and staff. The facilities and services provided are top-notch and the staff are extremely professional, caring and attentive to patients' needs. The hospital's commitment to quality-care and patient comfort is evident in everything they do. Overall I had an excellent experience.","Sunshine Hospital","2313",,,"4.6","5",
"2","Worst hospital I have come across in odisha..They have all illiterate nurse & staff. Those staffs are I suppose from some worst institutions. They behave as if government hospital. I request the head authority of this hospital to look after your service.","Sunshine Hospital","2313",,,"4.6","1",
"1","Hospital is very good in all services especially Dr Satyabrata Das(ENT) behaviour towards patients is amazing,kind and good.I like Dr Very much I really grateful to him","Sunshine Hospital","2313",,,"4.6","5",
"1","Thank you dr gourav sir .thank you all hospital patient care coordinator group actually there all ways helping me.thank you sunshine hospital.","Sunshine Hospital","2313",,,"4.6","5",
"0","Very poor customer service. Went back from OPD in evening, as Dr decided to skip OPD in evening. Monday, receptionist confirmed Dr available… to find, his OPD starts after 30 minutes later instead.","Sunshine Hospital","2313",,,"4.6","2",
"1","We have consulted with Dr Prafulla Kumar Sahoo for my mother. He is very humble and kind.The best neurosurgeon in bhubaneswar. The next day after surgery she started walking. The services and cleanliness are top-notch.Thank you","Sunshine Hospital","2313",,,"4.6","5",
"0","Trace out security guard is very helpfull","Sunshine Hospital","2313",,,"4.6","5",
"2","Best health care n patient care provider I can say ... Insurance staffs are also cooperative.
U n go through a zero doubt for any treatment..","Sunshine Hospital","2313",,,"4.6","5",
"1","Had a good experience overall with my recent surgery which was done under Brig (Dr) P.K. Sahoo and Dr Roshan Sahu. Also the nursing staff were real helpfull and caring.","Sunshine Hospital","2313",,,"4.6","5",
"1","Thank u Dr S V pattanaik &thank U Sunshine hospital for your excellent treatment","Sunshine Hospital","2313",,,"4.6","5",
"1","Dr Gaurav Nayak took excellent care. Thank you very to Doctor and team of Sunshine Hospital","Sunshine Hospital","2313",,,"4.6","5",
"2","I had an accident on dtd 21st March-2024 resulting in a # ankle in left leg.I had admitted in cabin-200 and received treatment for four days.I came to the hospital without my family member but with the help of hospital staffs everything was managed from admission to till getting discharge.
I am greatful to the consultant Dr Avimanyu Madhual sir (orthopedic) and his support staffs for the successful of my surgery.He is a excellent orthopaedic surgeon and a superb humanbeing.He is also an extraordinary intelligent doctor with human value.
Thankful to Ms Supriya Panda,Ms Jyoti,Ms Bivasini for providing physical and emotional support,comfort any help i needed.Their dedication and help exceeded traditional blood relationships,showcasing the power of true friendship in time of need.
The entire medical team including doctors,nurses and management staffs was exceptionally co operative,polite and friendly.Their support,re-assurance and strength,making me feel less alone during the hospitalization.
Overall,Sparsh hospital is a one of best multispeciality hospital in Bhubaneswar.I had a very positive experience at sparsh hospitals.I would highly recommend this hospital to anyone who is looking for excellent medical care and compassionate service.","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"0","Excellent Dr.treatment along with cooperative services staff overall happy experience.","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"5","Very worst service.
Rude behaviour of insurance staff.
Pathetic treatment.
No response only argument.
They are looting money from us.
Cheating to patient.
Don't go to this hospital.
After there owner reply in all review that we will learn from it and future will do better.
Owner is trained like this to his employee.
That why they are cheating and looting to patient.","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","1",
"4","I think this is the worst hospital in Bhubaneswar. Please do not admit your loved ones to this hospital if you want to save your relatives. ICU is the worst. They are not at all seriously about patients. No space, everything is congested, very rude behavior, no proper information, just telling a story everyday. I think this type of hospital should close. Again Plz plz do not admit your loving ones if you want to see them alive.","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","1",
"0","Extremely satisfied with process of treatment by Doctors and explanation of query by Doctors are highly appreciable.","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"0","All Doctor and Staff are very good.They are treats patient like own family.really this hospital is Best Hospital in Orissa","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"6","Very bad hospital no manners in nurses to deal with patient. ICU nurse mistreated patient and was telling to rub chillies on operation area that to patient was on ventilation ( One old lady small height with glasses in ICU). Please don't keep these kind of persons for treating people who doesn't have basic sympathy or empathy towards I'll people.","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","1",
"2","One of the worst hospital I ever seen. Only money making policy is done here. Patients care is absolutely 0. Staff behavior is so rude. I request to all don't come here.","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","1",
"2","Car parking facility is not there, one has to park on his own risk.
The Admin department is not active to resolve the issues.
The consultation charges of the OPD valid for only 7days but no mention any documents,which is seriously not affordable  for middle class patients.
The waiting area has not enough chairs to seat, sometimes patients found standing miserably.","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","1",
"1","The worst hospital in  Bhubaneswar and The bad Pediatric doctor
Rajiv Ray.
The medicine he prescribed is not available in the same hospital and I got it from here and there from 2 3 shops. The medicines are not at all working even after 5 days also.
It was for fever and cough. Still my son is suffering from that. The cough increased instead of getting cured.","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","1",
"2","My uncle was admitted for bleeding in brain and his right side was paralyzed..Dr Sanatan Satapathy explained about risks and did urgent surgery.... though he explained the risks , nothing such happened and next day after surgery his right hand started working... discharged after 2days and my uncle now walking and doing good...I can say Dr Sanatan Satapathy is most humble and gentle doctor I have came across..sparsh staff were also caring.... recommended hospital and good doctor..","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"1","I was admitted for 2days for phototherapy of my newborn son..I can say the NICU staff are extremely friendly and professional...they took  very good care of my son whole night and politely reminding me about feeding every 2 hourly.... pediatrics doctor Dr Rajiv is true gentleman..rooms were large enough and well behaved maintenance staff...well recommended hospital at the heart of bhubaneswar...

though not much of an issue but if management could improve looks n asthetic apeal of hospital it wub be  excellent ...","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"0","Excellent doctors & the staffs are well behaved","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"0","Very nice Hospitality but today I purchase some Onco Medicine from inside pharmacy department of hospital but Yes In pharmacy department two people very badly misbehaving with female Pharmacist with very bad language and i am standing by side but i couldn't see any Security guard is there,,, so security facility must be observed,,otherwise Hospitality is almost very good,,, oncology nurses are very supportive and caring towards patient,,,","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"1","All the services given by hospital is good. Staff behaviour is very friendly. Thank you Sparsh Hospital. Highly recommended...","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"3","Worst facilities and behaviour
They need to groom up their staff on how to behave with patients
The doctor instructed me to have 2 pills of pain killer for my stomach ache coz I have a ultrasound next day
The inside medicine staff asked me to buy 1 strip of pain killer instead of two
They denied me to give painkillers late at night
And also one aunty was in the emergency ward suffering from something serious
The doctor asked the ward boys to immediately shift her to the ICU but the ward boy denied saying that my shift is over,why should I shift her?
I was standing right there
I was so shocked
It was really heartbreaking guys!
This hospital should be banned","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","1",
"3","Getting worse day by day.. the behavior of dr is the worst towards senior citizen .. patient is being told that I have already taken the fees , it is upto you to get treated or not .... the behavior of doctor is truly not acceptable.... just demotivating ...","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","1",
"0","Worst ever hospital I have ever seen, bad behavior by staff...","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","1",
"2","Topmost Service in all departments, Highly cooperative staff, Best F&B services with hygiene & healthy fooding. Nursing staff the best in Bhubaneswar. Team of Doctors are best amongst other hospitals with immense experience and their way of dealing with patients ease out the line of treatment, pain & worries of the patient & family. Each & every staff at the hospital are very humble and soft spoken they make u feel that u r home during ur days of treatment. The housekeeping & maintenance staffs r very neat & clean and do their job with utmost concern. Thank you whole team Sparsh Hospital for ur efforts, concern &  services you render to Mother during her treatment and all others too.","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"0","Experience towards this hospital

Guidance by reception and allocation of room facilities is worst.Their response is negative to the infinite.

Nursing section,house keeping section , doctors & Team ,OT facilities and OT team ,Maintanace team & others are very good.

2 things need to improvement
1.Train properly the front team reception/May I help you.They should explain properly about the room booking, estimated cost and rest procedures.They don't do what they committed.
2.The cost charges for delux room is high ,the room is looks like a old room in a building. So required building maintenance or you charge lesser amount.","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"0","Apollo hospital bhubaneswar
Bed-442b
The doctor Ambika Prasad Das is really vey good  & experienced doctor. The nurse Sweta is really veri friendly and cooperative. Sevice, food,  nurse are excellent. The only thing Hospital is too much crowded.","Apollo Hospitals","17373",,,"4.7","5",
"0","Wonderful staff. House keeping team doing a great job, specially one name chinmayee Sharma from housekeeping department and nursing staff also when needed they have attended my mom even at night 2 o clock. Wonderful service.","Apollo Hospitals","17373",,,"4.7","5",
"0","My baby admitted in picu bed no 227,, all nursing staff behaviour are very good and they are frendly ,, doctors are coperative,,specialy thank to sister Niru,,annapurna,,jyotshna,,sushree,,priyanka,niladri,subha,,,, they are very coperative
My experience in apollo picu DEPARTMENT is excellent","Apollo Hospitals","17373",,,"4.7","5",
"0","The overall experience at Apollo Bhubaneswar is excellent. All the staff are very cordial, polite and caring. Give attention to all minute details. My special appreciation to Nursing staff, whose service is really appreciable.","Apollo Hospitals","17373",,,"4.7","5",
"0","Apollo hospital bhubaneswar
Bed-423
Very good service. All are cooperative specially thanks to Sweta sister swagatika, Sandhya, Sonali,Ishita,Pankaj,lija and banarjee sir and others all were very cooperative and friendly services of Apolo hospital  are  good . I am also thankful to Mr Pradip Mohapatra, PA TO DR DAS for his timely cooperation.
I am grateful to Dr BRAJARAJ DAS who has saved my life. His treatment,advices and best services to me is memorable.
Dr B R DAS will be in my memory for all time to come .I pray the Almighty for all the best for Dr DAS  ,one and all so also Apolo Hospital, regards, Akshay Kumar Dash","Apollo Hospitals","17373",,,"4.7","5",
"0","I have been visiting Apollo for my daughter's appointment since last few weeks. Specially the orthopedics department is really good. Good staff behaviour at front office. Doctor also very supportive and shared details of the problem.","Apollo Hospitals","17373",,,"4.7","5",
"0","My wife got admitted in room 446b under Dr Ambika Prasad Das.It’s a great experience as a second time hospitalisation at Apollo. Nursing staffs and Doctors are very nice and listen all yours issues carefully. Housekeeping services are excellent. Maintained  hygiene & cleaned.staffs are well behaved.All staffs are very supportive and caring which make me to recover fast. Thank you Apollo hospital
Regards
446b","Apollo Hospitals","17373",,,"4.7","5",
"0","Bed no 405, The service rendered the nursing staffs are really commendable and praise worthy. They are time to time service and cooperation are really commendable.I do appreciate their services.Hope this will continue for ever.","Apollo Hospitals","17373",,,"4.7","5",
"0","Bed no.529(a)
My father was admitted on 7th June
Our medical experience was so valuable
Doctor's nurse's are nice behaved and give treatment and care was very satisfying.
food service was good.
dietician mousumi was given us diet chat and counseling my father very well..thank you.. all services was very satisfying
Thanks Apollo","Apollo Hospitals","17373",,,"4.7","5",
"0","Best nursing & supporting staffs.Too much cooperative.Gratitude to Dr. Sandeep Biswal & his whole team.

Food management is very disappointed.need to be improved.

Bed no 520
Lokesh Behera","Apollo Hospitals","17373",,,"4.7","4",
"0","I wanted to express my appreciation for the excellent experience I had during my recent stay. The room facilities exceeded my expectations, providing both comfort and convenience.
Moreover, I would like to commend the staff, especially Nours, for their exceptional behavior and service. Their professionalism and friendliness contributed significantly to the overall positive impression of your establishment. Bed no -328(Ear Surgery)

Thank you for maintaining such high standards.

Best regards,
Subas B","Apollo Hospitals","17373",,,"4.7","5",
"0","Best staff and best diagnosis
Bed number 439B
Nursing staff was helpful and very caring.
Straight from taking vitals till doing timely tests everything was seemless.","Apollo Hospitals","17373",,,"4.7","5",
"0","Excellent nursing service.. nursing officer Poonam,PCA Pooja,PCA Namita..are very good in their work .. excellent behaviour.All these reviews is given under force by the attending staff,otherwise I am not willing to give 0 star and negative reviews because of excessive amount of billing and ordering unnecessary items from pharmacy and there is no transparency in billing amount.This is a big fraud hospital.from when I admitted till discharge consultant doctor didn't come single time but they charged 3 times consultation fees . Before admission they didn't clarify the package of surgical treatment . After repeated asking they first told me to get admission first then we will discuss.I get discharged next day but the billing section give me a huge amount to pay without any clarification of every charges.","Apollo Hospitals","17373",,,"4.7","1",
"0","Every service were were exceptional and prominent and punctual,the nursing services were very extraordinary and the sisters were very polite and punctual, the food for patients were hygienic and of good quality and taste. Cleaning service were done everyday and maintaining patients hygienic conditions too,thank you Apollo Hospital (528-B)","Apollo Hospitals","17373",,,"4.7","5",
"0","Bed no 449A I'm fully satisfied with nursing staffs , housekeeping, pca all are good .
Specially thanks to Swapna sister she's is very familiar and good co-operation","Apollo Hospitals","17373",,,"4.7","5",
"0","I admitted in Apollo hospital bbsr General word bed no 459
All services are Good
All of behaviour are Good
Thanks to Paresh Jena sir for your Good treatment and again thanks to our saumya didi and tanuja didi and utpala didi for your good caring and treatment to me...
Thanks all staff of Apollo hospital","Apollo Hospitals","17373",,,"4.7","5",
"0","Nice experience with Apollo BBSR. Nursing staff are very good, they take care of all the concerns of the patient well. Their expertise and professionalism are really commendable. Appreciated the service and the treatment provided by Apollo staff's for my mom's health issues. Keep up the good work!!","Apollo Hospitals","17373",,,"4.7","5",
"0","Bed no 295 i was admitted dr. Antaryami Nanda sir.he was very good. all staffs services was very good. Especially tqs to rojalin sis .she was very caring like her mother.","Apollo Hospitals","17373",,,"4.7","5",
"1","My Mummy admitted in Apollo Hospital Bhubaneswar for five days bearing bed number 295.(Spine Surgery)
The Doctors from Neurology & Spine Department are very experienced. They did successful spine surgery of my mother

The Nurses were very attentive, loving & caring to my Mother. Thanks to them.

Everything was very well
maintained and the staff was always prompt and efficient.

Thanks to the sweeper for the cleanliness of the hospital.

The overall experience was great.

Thank you Apollo Hospital, Bhubaneswar for your tremendous service.

Best Regards
Subhadra Behera","Apollo Hospitals","17373",,,"4.7","5",
"0","My father was admitted here. Not only the Drs but also the nursing staff here are excellent. Heart felt thanks to Dr Susant Kr. Setty and team and the nursing staff Sonali, Subhashmita, Ruby and Subhasini. Thanks.","Apollo Hospitals","17373",,,"4.7","5",
"1","Dr pk sahoo best in neurosurgery.patient care team very help full . nursing staff good .","Sunshine Hospital","2313",,,"4.6","5",
"4","I was taken my cousin brother into emergency and I saw the duty staff was extremely prompt and helpful. They neither wasted any time & nor asked us to fill additional forms or anything like that, as is the case in other big hospitals.

Their priority was to take care of arisen emergency, which they did with extreme care. Additionaly, the doctor took special attention to ask if he is feeling better, as did the nurse. They were extremely kind, helpful and attentive. Also, the beds were clean and the services were very affordable. I was very impressed with the services provided.

Highly recommended!

Advising:-

It will be more helpful, If second time visiting charges will reduced from 600 to 400.","Sunshine Hospital","2313",,,"4.6","5",
"1","Very good hospital,well behavior, staff survice well, very thanks to Dr. S.B. PATTANAYAK SIR🙏🙏🙏🙏🙏","Sunshine Hospital","2313",,,"4.6","5",
"0","Very Good Atmosphere where patient can improve their health as well as mind satisfaction","Sunshine Hospital","2313",,,"4.6","5",
"1","Dr devasis sarangi best Dr .all services are good mpatient care team very help full.","Sunshine Hospital","2313",,,"4.6","5",
"1","Well mentioned and very good hospital. Thanks to Mr. Satyabrat Dash sir for giving best treatment and advise..","Sunshine Hospital","2313",,,"4.6","5",
"0","Very poor room service...poor behaviour of room service staff.. don't even listen after so many reminders...apart from this good hospital...good infrastructure and room quality","Sunshine Hospital","2313",,,"4.6","1",
"1","All staffs are very good and cooperative specially
PCC smaraki pahi is very cooperative and he communicate all the facilities and the process.
Overall experience was v.good","Sunshine Hospital","2313",,,"4.6","5",
"0","all staffs are very cooperative and caring
,Thanks doctor Aditya padhy","Sunshine Hospital","2313",,,"4.6","5",
"1","Thank you all Sunshine hospital staff for help me.and giving me a new life without any fees.thank you dr Chandan panda for giving a best treatment.thank you","Sunshine Hospital","2313",,,"4.6","5",
"1","Dr. Chandan kumar Panda
Orthopedic surgeon is a very dynamic and very cordial with patient and most importantly very confident about his way of treatment.","Sunshine Hospital","2313",,,"4.6","5",
"0","Sunshine hospital service is good
And OPD madam good.jayanti madam. Thanks.","Sunshine Hospital","2313",,,"4.6","5",
"1","All services are good .very well behaved staff thank you sun shine hospital","Sunshine Hospital","2313",,,"4.6","5",
"1","All services are good. Dr satyabrata dash very good doctor thank you","Sunshine Hospital","2313",,,"4.6","5",
"1","Thank you so much Dr Chinmayee Ranjan Behera for given best services to my mother and he is  the best person I ever met and he take care my mother like a family member . Medical services are too good.Thank you sunshine hospital for your excellent service.👍👍👍","Sunshine Hospital","2313",,,"4.6","5",
"0","Thank you Dr pk sahoo and thank you sunshine hospital also thank you Dr Roshan sahu.thank you","Sunshine Hospital","2313",,,"4.6","5",
"1","thank you dr sagar nayak sir thank you sunshine hospital for best service.","Sunshine Hospital","2313",,,"4.6","5",
"1","Thanks  Dr.chandan ku panda sir  for ur attention to me and for the successful surgery","Sunshine Hospital","2313",,,"4.6","5",
"1","Thank you to Dr R K Goenka for his proper diagnosis and friendly behaviour.","Sunshine Hospital","2313",,,"4.6","5",
"1","Excellent service by the hospital and staffs and special thanks to ramesh goenka sir for his exellent work towards patient and for his health🙏","Sunshine Hospital","2313",,,"4.6","5",
"0","Very good services of sparsh hospital.","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"1","The hospital is doing good business. It remains crowded. So, takes more time to get  service.","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","3",
"1","Excellent service of sparsh hospital.thank you","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"0","Very good service of sparsh hospi","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"1","Im so grateful to Dr. Sanjay Kumar Jangid
Thank you sir for being so kind and caring.
Everything feels so good and better when u take care and give assurance that everything is going to be normal.
In emergency services the hospital is also good specially thanks to Sanjaya brother & sudha brother 🙏🙏","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"0","Very good service of Sarah hospital.","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"5","I just admitted my mother last night. Although its so early to comment, I saw a huge difference in the quality service they provide even if I compare with the renowned hospitals in Hyderabad. All the staffs are so cordial and quite responsive. The rooms are well maintained with periodic cleanings. The treatment process is so seamless. No need to follow with any body. They very well know their duties and render it properly.","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
